work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
3104510,Second Chances,Teen And Up Audiences,"M/M, F/F","Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars Original Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars (Marvel Comics), Star Wars: Expanded Universe (Comics)","Obi-Wan Kenobi/Anakin Skywalker, Obi-Wan Kenobi & Anakin Skywalker, Obi-Wan Kenobi/Darth Vader, Minor or Background Relationship(s), Obi-Wan Kenobi & Darth Vader, Luke Skywalker & Han Solo, Luke Skywalker/Han Solo, Ambiguous or Implied Relationship(s), Barriss Offee/Ahsoka Tano, Leia Organa/Evaan Verlaine","Leia Organa, Luke Skywalker, Anakin Skywalker, Anakin Skywalker | Darth Vader, Darth Vader, Obi-Wan Kenobi, Han Solo, Qui-Gon Jinn, R2-D2, C-3PO, Ahsoka Tano, Chewbacca, Evaan Verlaine, Mon Mothma, Ephraim Bridger, Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Galen Marek, Yoda, Hondo Ohnaka, Original Male Character(s), Barriss Offee, Sheev Palpatine | Darth Sidious, Aphra (Star Wars), Snoke (Star Wars)","Age Regression/De-Aging, Soul Bond, The Force, Crack Treated Seriously, Crack, Family Feels, Timeline What Timeline, Accidental Plot, What Have I Done, Villains to Heroes, Crack and Angst, Angst, POV Alternating, Alternate Universe - Canon Divergence, Leia is a Jedi too, Gotta be inclusive, Undue Seriousness, With Occasional Hints of Humour, Force-Sensitive Han, Just a pinch!, Skywalker Family Feels, Fix-It, Fix-It of Sorts, Author's Favorite",English,2015-01-05,Completed,2016-04-16,121358,42/42,803,1917,446,74424
6423526,hurricane on the edge of oblivion (with nowhere to go),Mature,Gen,"Star Wars: The Wrath of Darth Maul - Ryder Windham, Star Wars - All Media Types, Star Wars Legends: Jedi Apprentice Series - Jude Watson & Dave Wolverton, Star Wars Prequel Trilogy, Star Wars Episode I: The Phantom Menace, Star Wars Legends - All Media Types, Star Wars: Rebels","Obi-Wan Kenobi & Xanatos, Qui-Gon Jinn & Feemor, Feemor & Bruck Chun, Xanatos & Qui-Gon Jinn","Obi-Wan Kenobi, Xanatos (Star Wars), Qui-Gon Jinn, Feemor (Star Wars), Bant Eerin, Darth Maul, Kilindi Matako, Quinlan Vos, Tahl (Star Wars), Bruck Chun, Ahsoka Tano, Orykan Tamarik","minor OC's - Freeform, at least I'm pretty sure they'll stay minor, even though I'm Wookiepediaing like crazy here, Angst, Canon-Typical Violence, Liberal use of the Force, Time Travel, Psychological Trauma, on many people's parts, Unhealthy Coping Mechanisms, because no one can handle their shit, Espionage, Post-Traumatic Stress Disorder - PTSD, Panic Attacks, Slavery, Fix-It, Minor Character Death, graphic death, Fluff, i think hahahaa...., Body Horror, brief flashback of canonical suicide, Don't copy to another site, Force Ghosts",English,2016-04-01,Updated,2019-12-23,144982,24/?,744,1815,380,28728
9552773,time to change the road you're on,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars Prequel Trilogy, Star Wars: Rebels","Anakin Skywalker & Ahsoka Tano, Ahsoka Tano and Ghost Crew, Ahsoka Tano and Darth Vader, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano, Kanan Jarrus & Ahsoka Tano, Kanan Jarrus & Hera Syndulla","Ahsoka Tano, Anakin Skywalker, Kanan Jarrus, Ezra Bridger, Ghost Crew, Darth Vader, Obi-Wan Kenobi, CT-7567 | Rex, Bail Organa","AU, Time Travel Fix-It, possibly more of a time travel ruin-it, in the grand tradition of my attempts at AU, can we add spontaneous time travel to the list of things that anakin skywalker Does Not Handle Well, Drama, Space Family Feels, Angst, And then more angst, I'm so sorry for this, during RotS, and post Shroud of Darkness",English,2017-02-02,Completed,2017-12-27,37400,8/8,234,1446,340,25348
5162474,Twin Sunrise,General Audiences,Gen,"Star Wars Original Trilogy, Star Wars: Rebels, Star Wars - All Media Types","Luke Skywalker & Darth Vader, Darth Vader & Aphra, Luke & Ezra","Anakin Skywalker | Darth Vader, Luke Skywalker, Aphra (Star Wars), Ezra Bridger, Sabine Wren, Leia Organa, Han Solo, Hera Syndulla, Ahsoka Tano, Firmus Piett, CT-7567 | Rex, SPECTRE crew, 501st Legion (Star Wars), Mon Mothma, Darth Vader, Imperial Officers Club","Grey Jedi, Alternate Universe, Sith Shenanigans, Inquisitor!Ezra, Past Character Death, Holocrons for All, Limbs for None, The Trials of Babysitting, Skywalker Luck, the Force plays favourites, Fictional Religion & Theology, Some Body Horror Later On, Redemption",English,2015-11-07,Completed,2018-01-14,302486,55/55,1003,1418,382,52527
4417469,On the Edge of the Devil's Backbone,Teen And Up Audiences,"F/M, Multi","Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Hera Syndulla, Kanan Jarrus, Sabine Wren, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Ezra Bridger, Cham Syndulla, Barriss Offee, Kallus | ISB-021, Darth Vader, Ahsoka Tano, The Inquisitor (Star Wars), The Seventh Sister, The Fifth Brother","Alternate Universe, Canon-Typical Violence",English,2015-07-25,Completed,2018-10-20,361502,30/30,675,1395,255,39386
6800461,Amalgamate Part I,Mature,"F/F, F/M, M/M","Star Wars Episode I: The Phantom Menace, Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Qui-Gon Jinn/Obi-Wan Kenobi, Padme Amidala/Anakin Skywalker, Leia Organa/Han Solo, CT-5597 | Jesse/CT-6116 | Kix, Obi-Wan Kenobi/other, OFC/OMC, Bail Organa/Breha Organa","Obi-Wan Kenobi, Anakin Skywalker, CT-5597 | Jesse, CT-6116 | Kix, CT-7567 | Rex, CC-3636 | Wolffe, Luke Skywalker, Ahsoka Tano, Neatfreak | CZ-889-14-1847, C-3PO, Yoda, Wedge Antilles, OFC, OMC, Jan Dodonna, Crix Madine, Chewbacca, R2-D2, Mara Jade, Kam Solusar, Mon Mothma, Tycho Celchu, Depa Billaba","PTSD, mention of torture (non-specific), Sith Obi-Wan, clone competence, Pt, OT - Freeform, Time Travel, Weird Shit, Reunions, Politics, Flashbacks",English,2016-05-09,Completed,2016-05-09,22840,1/1,212,1340,23,20000
5276975,I Didn't Believe Them/When They Called You/A Hurricane Thunderclap,Teen And Up Audiences,F/M,"Star Wars Episode III: Revenge of the Sith, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Padme Amidala/Anakin Skywalker, Obi-Wan Kenobi & Satine Kryze, Anakin Skywalker & Ahsoka Tano, Kanan Jarrus/Hera Syndulla","Anakin Skywalker, Ahsoka Tano, Anakin Skywalker | Darth Vader, Darth Sidious, Obi-Wan Kenobi, Kanan Jarrus, Hera Syndulla, Sabine Wren, C1-10P | Chopper, CT-7567 | Rex, The Seventh Sister","Time Travel, Alternate Universe - Canon Divergence, Fix-It, Goddamn they deserve to be happy, Angst",English,2015-11-24,Completed,2016-12-30,31620,17/17,272,1251,213,31508
5691409,And All Along You Knew My Story,General Audiences,Gen,"Star Wars Original Trilogy, Star Wars: Rebels",Ahsoka Tano & Leia Organa,"Ahsoka Tano, Leia Organa, Luke Skywalker, Han Solo, Chewbacca","the skywalker family tragedy, ahsoka meets the twins, Post-Star Wars: A New Hope",English,2016-01-10,Completed,2016-01-10,2577,1/1,53,1083,201,9039
5600314,Children of the Force,Not Rated,"F/M, M/M","Star Wars - All Media Types, Star Wars: Rebels","Kanan Jarrus/Hera Syndulla, Janus Kasmir/Commander Grey","Ezra Bridger, Kanan Jarrus, Garazeb ""Zeb"" Orrelios, Hera Syndulla, Sabine Wren, Janus Kasmir, Commander Grey, Luminara Unduli, Mace Windu, Rig Nema, Commander Sato, General Kleeve, Ahsoka Tano, The Inquisitor (Star Wars), Maketh Tua, Agent Kallus, The Seventh Sister, The Fifth Brother, Padme Amidala, Anakin Skywalker","so much fucking angst, someone take these characters away from me, Ezra and Kanan deserve all of the hugs",English,2016-01-01,Completed,2017-09-24,269244,45/45,806,1043,146,26439
7949938,went back and put up a fight,General Audiences,Gen,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Anakin Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano","Ahsoka Tano, Anakin Skywalker, Obi-Wan Kenobi","Alternate Universe - Time Travel, Hugs, Post-Episode: s02e19-20 Twilight of the Apprentice",English,2016-09-04,Completed,2016-09-04,2026,1/1,42,1042,188,8973
4307715,The One Where Ezra Is Pretty,General Audiences,Gen,Star Wars: Rebels,,"Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, Maketh Tua, C1-10P | Chopper","Spyjinks, Space family, Mission Fic, Fluff, Fluff and Pretty Dresses, Ezra doesn't care about your stupid gender roles",English,2015-07-10,Completed,2015-07-10,4602,1/1,58,980,170,10507
7731400,"That Sleep of Death, What Dreams May Come",Explicit,M/M,"Star Wars - All Media Types, Star Wars Original Trilogy, Star Wars Prequel Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Obi-Wan Kenobi/Anakin Skywalker, Obi-Wan Kenobi/Darth Vader, Sheev Palpatine/Anakin Skywalker, Sheev Palpatine/Darth Vader, Darth Sidious/Darth Vader, Padme Amidala/Anakin Skywalker | Darth Vader, Leia Organa/Luke Skywalker, Sheev Palpatine & Anakin Skywalker, Sheev Palpatine & Darth Vader, Darth Sidious & Darth Vader, Obi-Wan Kenobi & Anakin Skywalker, Ahsoka Tano & Darth Vader, Luke Skywalker & Darth Vader","Anakin Skywalker | Darth Vader, Obi-Wan Kenobi, Padme Amidala, Luke Skywalker, Leia Organa, Ahsoka Tano, Sheev Palpatine | Darth Sidious, R2-D2, C-3PO","POV Third Person, Force Ghosts, Psychometry, Time Skips, Surreal, Wacky Force Wizardry Alert, Goddess Worship, Sith Lords, Sith philosophy, Vader's Fist, (I'm So Sorry), Hurt/Comfort, Redemption, Canon-Typical Violence, Explicit Sexual Content, Additional Warnings In Author's Note",English,2016-08-10,Completed,2016-10-13,18512,5/5,188,959,76,null
9470711,Pay it Forward,Teen And Up Audiences,"F/M, M/M","Star Wars - All Media Types, Rogue One: A Star Wars Story (2016), Star Wars: Rebels, Star Wars Original Trilogy, Star Wars Prequel Trilogy","Obi-Wan Kenobi & Jyn Erso, Obi-Wan Kenobi & Darth Vader, Obi-Wan Kenobi & Ahsoka Tano, Cassian Andor/Jyn Erso (future), Han Solo/Leia Organa (future), Qui-Gon Jinn/ Obi-Wan Kenobi (complicated), Kanan Jarrus/Hera Syndulla","Obi-Wan Kenobi, Qui-Gon Jinn, Luke Skywalker, Jyn Erso, Bail Organa, Leia Organa, Cassian Andor, Ahsoka Tano, Kanan Jarrus, Ezra Bridger, Yoda, Maul, Sheev Palpatine | Darth Sidious, Anakin Skywalker | Darth Vader, Chirrut Imwe, Baze Malbus, Boba Fett, Clone Troopers, Hera Syndulla","Alternate Universe - Canon Divergence, Angst, Emotional Hurt/Comfort, Action/Adventure, Family, Love, More people live than die, Fix-It, Accidental Rebel Leader! Kenobi",English,2017-01-26,Updated,2017-10-03,25260,6/?,297,829,217,10356
13172817,Walking the Line Between,Teen And Up Audiences,"F/M, Gen, M/M","Star Wars - All Media Types, Star Wars Original Trilogy, Star Wars: Rebels","Leia Organa & Luke Skywalker, Leia Organa/Han Solo, Leia Organa & Darth Vader, Luke Skywalker & Darth Vader, Luke Skywalker & Ahsoka Tano, Ezra Bridger/Luke Skywalker, Ahsoka Tano & Darth Vader","Leia Organa, Luke Skywalker, Han Solo, Anakin Skywalker | Darth Vader, Ahsoka Tano, Ezra Bridger, Chelli Lona Aphra, Hera Syndulla, CT-7567 | Rex, Evaan Verlaine, Kes Dameron, Sabe (Star Wars), Sabine Wren, Thrawn | Mitth'raw'nuruodo, Pooja Naberrie, Ryoo Naberrie, Obi-Wan Kenobi","Alternate Universe - Luke and Leia Switched, Alternate Universe - Canon Divergence, Skywalker Family Drama, Luke Organa, leia skywalker - Freeform, Return of the Jedi",English,2017-12-27,Updated,2019-12-23,265857,32/?,410,789,99,23256
8892910,The Goal Is Not To Fall,General Audiences,M/M,"Star Wars: Rebels, Star Wars - All Media Types","Kallus | ISB-021/Garazeb ""Zeb"" Orrelios, Thrawn | Mitth'raw'nuruodo/Maximilian Veers, Thrawn x Veers (secondary)","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Thrawn | Mitth'raw'nuruodo","Mutual Pining, Long Distance Relationship, Slow Burn, Text Messages, Occurs after ""Honorable Ones"" Episode, Fanart, Spoilers Through Season 3 Episode 17, Playlist",English,2016-12-18,Completed,2017-07-06,64554,14/14,663,786,97,14074
8625148,"Time, Will, and the Force (Or Fulcrum is Done With This)",General Audiences,F/M,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars Episode III: Revenge of the Sith",Padme Amidala/Anakin Skywalker,"Ahsoka Tano, Anakin Skywalker, Padme Amidala, Obi-Wan Kenobi, Kit Fisto, Mace Windu, Saesee Tiin, Agen Kolar, Yoda, Sheev Palpatine | Darth Sidious, CT-7567 | Rex, Shaak Ti, CC-2224 | Cody","Canon-Typical Violence, Alternate Universe - Time Travel, Background Relationships, Pregnancy",English,2016-11-22,Completed,2016-11-22,17718,1/1,61,711,186,8763
5684185,Restitution,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars Original Trilogy, Star Wars Episode IV: A New Hope, Star Wars: Rebels","Padme Amidala/Darth Vader, Leia Organa & Darth Vader, Leia Organa & Anakin Skywalker, Leia Organa & Luke Skywalker","Anakin Skywalker | Darth Vader, Leia Organa, Luke Skywalker, Yoda, Hera Syndulla, Obi-Wan Kenobi","mostly vader freaks out, and the galaxy trembles, leia has no idea why stormtroopers begin invoking her name, also luke is still some dumb kid hoping to do good, leia has survivors guilt, don't mess with luke's space twin he'll try and throw u out the airlock, vicious leia, darker take on the galaxy as a whole",English,2016-01-12,Updated,2016-12-07,11421,8/?,121,708,145,13178
16067255,The Beauty in the Beast,Teen And Up Audiences,Gen,"Star Wars Original Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars - All Media Types","Luke Skywalker & Darth Vader, Obi-Wan Kenobi & Darth Vader, Ahsoka Tano & Darth Vader, Luke Skywalker & Ahsoka Tano, Sheev Palpatine & Darth Vader, Luke Skywalker & Obi-Wan Kenobi","Luke Skywalker, Darth Vader, Ahsoka Tano, Obi-Wan Kenobi, Sheev Palpatine, Vanee (Star Wars), Beru Whitesun, Owen Lars, Firmus Piett, Bail Organa, Shmi Skywalker, Leia Organa","Alternate Universe - Canon Divergence, Skywalker Family Drama, Minor Padme Amidala/Anakin Skywalker, Canon-Typical Violence, gratuitous use of em-dashes, Beauty and the Beast Elements, Sort Of, Father-Son Relationship, Bonding, Angst, Eventual Redemption",English,2018-09-22,Completed,2018-12-01,46131,11/11,259,698,175,10115
18221840,Eclipse,Teen And Up Audiences,Gen,"Star Wars Original Trilogy, Star Wars - All Media Types, Star Wars: Rebels","Leia Organa & Luke Skywalker, Luke Skywalker & Darth Vader, Leia Organa & Darth Vader, Leia Organa & Sheev Palpatine, Sheev Palpatine & Luke Skywalker, Luke Skywalker & Ahsoka Tano, Leia Organa & Sabe","Luke Skywalker, Leia Organa, Anakin Skywalker | Darth Vader, Sheev Palpatine | Darth Sidious, Padme Amidala, Ahsoka Tano, Sabe (Star Wars), Mara Jade, Sabine Wren, Rake Gahree, Wedge Antilles, Derek ""Hobbie"" Klivian, Biggs Darklighter, Galen Erso, Orson Krennic, Saw Gerrera, Kanan Jarrus, Ezra Bridger, Bail Organa, Jyn Erso, Original Rebel Alliance Character(s), Original Imperial Character(s) (Star Wars)","other characters and relationships to be tagged in the future, Skywalker Family Drama, dark Luke Skywalker, Dark Leia Organa, Alternate Universe - Dark, Defection, Padme Amidala Lives, Additional Warnings In Author's Note, Imperial Luke Skywalker, Imperial Leia Organa, Brother-Sister Relationships, Father-Son Relationship, Father-Daughter Relationship, Manipulation, gratuitous use of em-dashes, i blinked and this got dark, Torture",English,2019-03-24,Updated,2019-12-22,120808,29/?,550,693,148,12033
14960156,A Future in Crisis,General Audiences,F/M,"Star Wars - All Media Types, Star Wars Episode III: Revenge of the Sith, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Padme Amidala/Anakin Skywalker, Anakin Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Ahsoka Tano, Padme Amidala & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker","Ahsoka Tano, Anakin Skywalker, Obi-Wan Kenobi, Yoda (Star Wars), Mace Windu, Padme Amidala, Luke Skywalker, Leia Organa, CT-7567 | Rex, CC-2224 | Cody","Alternate Universe - Canon Divergence, Force Visions, Jedi Ahsoka Tano, Somebody Lives/Not Everyone Dies, The Force, The Force has had it with Anakin, Ahsoka is the Daughter's Chosen One, Ahsoka to the rescue, Major Character Injury, Injury Recovery, Don't copy to another site",English,2018-06-18,Updated,2019-12-01,48384,27/?,326,689,195,15856
12075666,The Undeserving,Teen And Up Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types",Ezra Bridger & Kanan Jarrus,"Ezra Bridger, Kanan Jarrus, Hera Syndulla, Garazeb ""Zeb"" Orrelios","Kid Fic, Parental Kanan Jarrus, Kanan Jarrus: The Daddening, Past Child Abuse, Kanan is basically just as much of a mess as Ezra, Alcoholism, Parental Hera Syndulla, Angst, Ezra Angst, Kanan Angst, Eventual Space Family, Force Bond (Star Wars), Slow Burn (Found Family)",English,2017-09-12,Updated,2019-12-27,185109,51/?,406,676,111,12120
13966560,Strange Meetings,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels, Star Wars Episode VI: Return of the Jedi, Star Wars: The Clone Wars (2008) - All Media Types","Luke Skywalker & Ahsoka Tano, Anakin Skywalker & Ahsoka Tano, Ahsoka Tano & Darth Vader, Anakin Skywalker & Luke Skywalker, Luke Skywalker & Darth Vader","Ahsoka Tano, Luke Skywalker","Pre-Epilogue, Grief/Mourning, Implied/Referenced Character Death, First Meetings, Endor, Wakes & Funerals, Skywalker Family Feels",English,2018-03-16,Completed,2018-03-16,2930,1/1,71,674,131,7382
11600223,a thousand miles and poles apart,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars Original Trilogy, Star Wars Prequel Trilogy, Star Wars: Rebels","Padme Amidala/Anakin Skywalker, Obi-Wan Kenobi & Anakin Skywalker, Leia Organa & Luke Skywalker & Han Solo, Leia Organa/Han Solo, Anakin Skywalker & Ahsoka Tano","Ahsoka Tano, Padme Amidala, CT-7567 | Rex, Obi-Wan Kenobi, Luke Skywalker, Leia Organa, Han Solo, Chewbacca (Star Wars), Sheev Palpatine | Darth Sidious, R2-D2 (Star Wars), C-3PO (Star Wars), Bail Organa, Anakin Skywalker | Darth Vader, Lando Calrissian","Skywalker Family Feels, Alternate Universe - Time Travel, Cameos, Slavery, acknowledging slavery as an issue, Han Solo did not sign up for this, Revenge of the Sith novelisation compliant, Brotp",English,2017-07-24,Updated,2018-05-27,18351,5/?,114,667,160,8374
9303272,Iridescent,Teen And Up Audiences,"F/M, M/M","Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars - All Media Types",Padme Amidala/Anakin Skywalker,"Kanan Jarrus, Obi-Wan Kenobi, Anakin Skywalker, Ahsoka Tano, CT-7567 | Rex, CC-2224 | Cody, Depa Billaba, Master Yoda, Mace Windu, Original Clone Trooper Charaters, Hera Syndulla (brief), Sabine Wren (brief), Ezra Bridger (brief), Garazeb ""Zeb"" Orrelios (brief), Caleb Dume (mentioned), Sheev Palpatine, Plo Koon, Padme Amidala, Bendu (Star Wars)","Alternate Universe - Canon Divergence, Time Travel Fix-It, Fix-It, the ways of the force, or something, Blind Kanan Jarrus, kanan centric, add as I go characters, yay!, This is going to be long, Fluff, Angst, hella angst, Blind jokes, War, Multiple minor character deaths, Master Billaba makes an appearance, Timeline Mixup, Jealous Anakin, Sassy Clones, Sassy Kanan, Danger, Families of Choice, Epic Bromance, Angst and Hurt/Comfort, everyone is a BAMF, Kind of Canon Compliant, Alternate Universe - Time Travel",English,2017-01-12,Updated,2018-04-27,88209,19/?,163,643,171,17138
5068015,Relics,General Audiences,,"Star Wars Original Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels",,"Luke Skywalker, CT-7567 | Rex",Feelings,English,2015-10-24,Completed,2015-10-24,1456,1/1,20,611,103,4490
12897576,The Last Thing,Teen And Up Audiences,"F/M, M/M","Star Wars - All Media Types, Star Wars: Rebels, Star Wars: Thrawn - Timothy Zahn",Thrawn | Mitth'raw'nuruodo/Eli Vanto,"Hera Syndulla, Kanan Jarrus, Eli Vanto, Thrawn | Mitth'raw'nuruodo, Wilhuff Tarkin, Arihnda Pryce, Alexsandr Kallus, Yogar Lyste, Ezra Bridger","Interspecies Relationship(s), Imprisonment, Rescue, Not overly romantic, Plotfic, Not Really Character Death, Prison Escape, Slavery, just lots of bad stuff I make happen to my favorite characters, angst but with a happy ending",English,2017-12-03,Completed,2018-07-09,49425,21/21,1081,611,84,8308
13949562,Destiny's Force,Mature,F/M,"Star Wars VIII: The Last Jedi, star wars the last jedi, Star Wars Episode VII: The Force Awakens (2015), Star Wars - All Media Types, Star Wars Episode VIII: The Last Jedi - Fandom, Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types","Rey/Ben Solo | Kylo Ren, Kylo Ren/Rey","Rey (Star Wars), Ben Solo | Kylo Ren, Armitage Hux, Finn (Star Wars), Rose Tico, Kylo Ren, Poe Dameron, Leia Organa, Luke Skywalker, Knights of Ren, Camie Marstrap, Mara Jade, Wilhuff Tarkin, Anakin Skywalker | Darth Vader, Padme Amidala, Lor San Tekka, Han Solo, Chewbacca (Star Wars), Gallius Rax, Sheev Palpatine | Darth Sidious, Obi-Wan Kenobi, Yoda (Star Wars), Thrawn | Mitth'raw'nuruodo, Ahsoka Tano, Ezra Bridger, Sabine Wren, Ransolm Casterfo, Hego Damask | Darth Plagueis","Force Bond (Star Wars), balance, Post TLJ, A New Order, True Love, Angst and Fluff and Smut, Angst with a Happy Ending, Romance, Action/Adventure, Sword & Sorcery, Nudity, First Kiss, Stormtrooper Rebellion, Jedi Knights, Lemon Cakes, Fluff and Smut, Enemies to Lovers, inner turmoil, Canon-Typical Violence, Redeemed Ben Solo, War, Sith Holocron, Sith, Jedi, Force-Sensitive Leia Organa, Reylo Happy Ending, Will be a mess, Kylo Ren is a strong Force knight, Rey can't stop to love Kylo, Kylo Ren would like to make many babies with Rey, Ezra and Sabine have a secret, Rey and Ben have a destiny, Anakin wants to repair what he did, Ben Solo asks for forgiveness, Hope lives in the galaxy, We have Mara jade, Many many Sith, Hux is about to fall in love, At the end of this story the only villain will be you, Ezra is going to make a big mistake, or not?, Space Battles, I Will Go Down With This Ship, Leia will not survive, Darth Sidious again, Padme Amidala Lives, Clones, The sleepy beauty, Kylo Ren Redemption, Rey And Ben sweet moments",English,2018-04-09,Updated,2019-04-12,177679,33/40,137,609,75,12484
5025610,Redshift,Teen And Up Audiences,Gen,"Star Wars Legends: The Old Republic, Star Wars: Rebels, Star Wars - All Media Types",,"Ezra Bridger, Male Sith Warrior, Kanan Jarrus, Hera Syndulla, Garazeb ""Zeb"" Orrelios, Sabine Wren","Time Travel, Fix-It, Alternate Universe, Canon-Critical, Jedi Critical, does this even count as fanfic, Author Is Not A Fan, Author is in fact profoundly salty, Bullying, Emotional/Psychological Abuse, Gaslighting, Emotional Manipulation, jedi fuckery",English,2015-10-25,Updated,2017-10-09,17080,6/?,199,608,122,11328
11699232,A Shout in the Dark,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars Original Trilogy, Star Wars: Rebels","Leia Organa & Luke Skywalker, Leia Organa & Darth Vader, Luke Skywalker & Darth Vader, Luke Skywalker & Han Solo, Leia Organa & Han Solo, Luke Skywalker/Han Solo (unrequited)","Leia Organa, Luke Skywalker, Han Solo, Anakin Skywalker | Darth Vader, Chelli Lona Aphra, Yoda (Star Wars), CT-7567 | Rex, Sabine Wren","Alternate Universe - Luke and Leia Switched, Empire Strikes Back, Luke Organa, leia skywalker - Freeform, Skywalker Family Drama, Dubious Consent",English,2017-08-03,Completed,2017-11-24,87436,9/9,132,603,44,11572
3541511,An Unexpected Habit,Teen And Up Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types",Space Family (Star Wars Rebels),"Ezra Bridger, Kanan Jarrus, Hera Syndulla, C1-10P | Chopper, Sabine Wren, Garazeb ""Zeb"" Orrelios","Platonic Cuddling, 5 Times",English,2015-03-14,Completed,2015-04-11,15897,5/5,29,593,135,9056
5808097,trade your heroes for ghosts,General Audiences,Gen,"Star Wars Original Trilogy, Star Wars: Rebels",Ahsoka Tano & Darth Vader,"Ahsoka Tano, Darth Vader",,English,2016-01-24,Completed,2016-01-24,1520,1/1,30,541,50,8069
8032450,Balance Point,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels",Anakin Skywalker & Ahsoka Tano,"Anakin Skywalker | Darth Vader, Ahsoka Tano","Force Ghosts, Post-Episode: s02e19-20 Twilight of the Apprentice, Haunting, of a sort, Mortis aftermath, Really extended Mortis aftermath",English,2016-09-14,Completed,2016-09-14,2339,1/1,31,537,113,3533
7353133,Unruly Narrative Lagomorphs,Teen And Up Audiences,"M/M, Multi","Star Wars - All Media Types, Star Wars Episode VII: The Force Awakens (2015), Star Wars Original Trilogy, Star Wars Episode II: Attack of the Clones, Star Wars: Rebels","Luke Skywalker/Boba Fett, Jango Fett/Obi-Wan Kenobi, Lando Calrissian & Boba Fett, Lando Calrissian/Boba Fett, Kallus | ISB-021/Garazeb ""Zeb"" Orrelios, CC-2224 | Cody/Obi-Wan Kenobi","Luke Skywalker, Boba Fett, Rey (Star Wars), Chewbacca, R2-D2, OMC, Hondo Ohnaka, Maz Kanata, Jango Fett, Obi-Wan Kenobi, Mace Windu, Padme Amidala, Anakin Skywalker, Lando Calrissian, Kallus | ISB-021, CC-2224 | Cody, Garazeb ""Zeb"" Orrelios, Ezra Bridger, Sabine Wren, CT-7567 | Rex","unrelated ficlets, Asexual Characters, Aces in Love, Rare Pairings, aces in space, Alternate Universes",English,2016-07-01,Updated,2019-12-03,33737,41/?,316,536,73,10345
6427147,Ghosts on Endor,General Audiences,Gen,"Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars Original Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels",,"Luke Skywalker, CT-7567 | Rex","Grief/Mourning, Spoilers, Twilight of the Apprentice",English,2016-04-01,Completed,2016-04-01,5315,1/1,55,534,138,4238
13995180,let me tell you a ghost story,General Audiences,Gen,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars - All Media Types, Star Wars: Rebels",Anakin Skywalker & Ahsoka Tano,"Ahsoka Tano, Anakin Skywalker","Force Ghosts, Force Ghost Anakin Skywalker, Human Disaster Anakin Skywalker, Skywalker Family Feels, Angst and Humor",English,2018-03-17,Completed,2018-03-17,1036,1/1,42,527,82,4031
